code,name,share,bonus_share,conver_share,cash,report_date,reg_date,execute_date,end_date
601991,大唐发电,0.0,0.0,0.0,0.7,20110323,20111018,20111019,20101231
000757,浩物股份,2.0,0.0,2.0,0.0,20110427,20110921,20110922,20101231
000534,万泽股份,0.0,0.0,0.0,1.0,20110408,20110825,20110826,20101231
000993,闽东电力,0.0,0.0,0.0,1.2,20110325,20110825,20110826,20101231
002087,新野纺织,0.0,0.0,0.0,0.4,20110427,20110824,20110825,20101231
601607,上海医药,0.0,0.0,0.0,1.4,20110309,20110823,20110824,20101231
600197,伊力特,0.0,0.0,0.0,2.0,20110318,20110823,20110824,20101231
600428,中远海特,0.0,0.0,0.0,0.4,20110419,20110823,20110824,20101231
002202,金风科技,0.0,0.0,0.0,3.4,20110326,20110822,20110823,20101231
000782,美达股份,0.0,0.0,0.0,0.4,20110428,20110822,20110823,20101231
000756,新华制药,0.0,0.0,0.0,0.5,20110321,20110818,20110819,20101231
600628,新世界,0.0,0.0,0.0,1.1,20110419,20110818,20110819,20101231
000617,中油资本,0.0,0.0,0.0,0.28,20110318,20110818,20110819,20101231
600035,楚天高速,0.0,0.0,0.0,0.8,20110419,20110817,20110818,20101231
000581,威孚高科,0.0,0.0,0.0,4.35,20110319,20110816,20110817,20101231
600004,白云机场,0.0,0.0,0.0,3.0,20110312,20110816,20110817,20101231
600667,太极实业,0.0,0.0,0.0,0.55,20110430,20110815,20110816,20101231
600639,浦东金桥,0.0,0.0,0.0,1.0,20110420,20110815,20110816,20101231
600649,城投控股,0.0,0.0,0.0,1.0,20110326,20110812,20110815,20101231
601880,大连港,0.0,0.0,0.0,0.5,20110329,20110812,20110815,20101231
600426,华鲁恒升,5.0,5.0,0.0,1.0,20110318,20110811,20110812,20101231
600569,安阳钢铁,0.0,0.0,0.0,0.2,20110428,20110811,20110812,20101231
000601,韶能股份,0.0,0.0,0.0,0.2,20110315,20110811,20110812,20101231
600009,上海机场,0.0,0.0,0.0,1.0,20110226,20110811,20110812,20101231
000423,东阿阿胶,0.0,0.0,0.0,3.0,20110412,20110811,20110812,20101231
600582,天地科技,0.0,0.0,0.0,1.0,20110318,20110811,20110812,20101231
002127,南极电商,2.0,0.0,2.0,0.5,20110315,20110809,20110810,20101231
000521,美菱电器,2.0,2.0,0.0,0.5,20110308,20110809,20110810,20101231
600601,方正科技,0.0,0.0,0.0,0.1,20110326,20110808,20110809,20101231
600308,华泰股份,8.0,1.0,7.0,0.12,20110426,20110805,20110808,20101231
600033,福建高速,0.0,0.0,0.0,1.0,20110421,20110805,20110808,20101231
601618,中国中冶,0.0,0.0,0.0,0.47,20110401,20110805,20110808,20101231
000938,紫光股份,0.0,0.0,0.0,0.8,20110331,20110804,20110805,20101231
000888,峨眉山A,0.0,0.0,0.0,1.2,20110330,20110804,20110805,20101231
600363,联创光电,0.0,0.0,0.0,0.2,20110426,20110804,20110805,20101231
600638,新黄浦,0.0,0.0,0.0,1.7,20110312,20110804,20110805,20101231
600797,浙大网新,0.0,0.0,0.0,0.1,20110428,20110803,20110804,20101231
600720,祁连山,0.0,0.0,0.0,1.5,20110326,20110803,20110804,20101231
000009,中国宝安,0.0,0.0,0.0,0.2,20110323,20110802,20110803,20101231
600285,羚锐制药,0.0,0.0,0.0,0.5,20110429,20110801,20110802,20101231
600702,沱牌舍得,0.0,0.0,0.0,0.6,20110326,20110801,20110802,20101231
600664,哈药股份,3.0,0.0,3.0,5.8,20110408,20110729,20110801,20101231
600283,钱江水利,0.0,0.0,0.0,2.0,20110415,20110729,20110801,20101231
600895,张江高科,0.0,0.0,0.0,1.0,20110430,20110729,20110801,20101231
000800,一汽轿车,0.0,0.0,0.0,3.0,20110427,20110728,20110729,20101231
000666,经纬纺机,0.0,0.0,0.0,0.7,20110315,20110728,20110729,20101231
000839,中信国安,0.0,0.0,0.0,1.0,20110228,20110728,20110729,20101231
600684,珠江实业,3.0,0.0,3.0,0.0,20110428,20110727,20110728,20101231
600550,保变电气,0.0,0.0,0.0,2.0,20110301,20110727,20110728,20101231
000031,中粮地产,0.0,0.0,0.0,0.2,20110422,20110726,20110727,20101231
000659,珠海中富,7.0,0.0,7.0,0.9,20110415,20110726,20110727,20101231
600020,中原高速,0.0,0.0,0.0,1.0,20110426,20110726,20110727,20101231
600629,华建集团,2.0,0.0,2.0,0.0,20110228,20110725,20110726,20101231
600600,青岛啤酒,0.0,0.0,0.0,1.8,20110331,20110725,20110726,20101231
600099,林海股份,0.0,0.0,0.0,0.4,20110119,20110722,20110725,20101231
600559,老白干酒,0.0,0.0,0.0,1.0,20110429,20110722,20110725,20101231
600266,北京城建,0.0,0.0,0.0,1.5,20110325,20110722,20110725,20101231
600859,王府井,0.0,0.0,0.0,3.0,20110325,20110721,20110722,20101231
600362,江西铜业,0.0,0.0,0.0,2.0,20110330,20110721,20110722,20101231
000990,诚志股份,0.0,0.0,0.0,0.4,20110326,20110721,20110722,20101231
600189,吉林森工,0.0,0.0,0.0,1.0,20110415,20110721,20110722,20101231
601188,龙江交通,0.0,0.0,0.0,0.18,20110429,20110721,20110722,20101231
000022,深赤湾A,0.0,0.0,0.0,4.63,20110329,20110721,20110722,20101231
601208,东材科技,0.0,0.0,0.0,3.0,20110610,20110721,20110722,20101231
600661,新南洋,0.0,0.0,0.0,0.3,20110416,20110721,20110722,20101231
000987,越秀金控,0.0,0.0,0.0,4.0,20110329,20110721,20110722,20101231
601600,中国铝业,0.0,0.0,0.0,0.114,20110301,20110720,20110721,20101231
600088,中视传媒,0.0,0.0,0.0,0.85,20110422,20110720,20110721,20101231
000883,湖北能源,0.0,0.0,0.0,2.04,20110430,20110720,20110721,20101231
000917,电广传媒,0.0,0.0,0.0,0.75,20110428,20110720,20110721,20101231
000668,荣丰控股,0.0,0.0,0.0,0.6,20110427,20110720,20110721,20101231
600688,上海石化,0.0,0.0,0.0,1.0,20110328,20110720,20110721,20101231
601318,中国平安,0.0,0.0,0.0,4.0,20110330,20110720,20110721,20101231
000429,粤高速A,0.0,0.0,0.0,1.0,20110305,20110720,20110721,20101231
600371,万向德农,0.0,0.0,0.0,2.0,20110428,20110720,20110721,20101231
000700,模塑科技,0.0,0.0,0.0,0.1,20110423,20110720,20110721,20101231
600810,神马股份,0.0,0.0,0.0,0.5,20110423,20110720,20110721,20101231
000919,金陵药业,0.0,0.0,0.0,1.5,20110322,20110719,20110720,20101231
600685,中船防务,3.0,0.0,3.0,1.0,20110330,20110719,20110720,20101231
600097,开创国际,0.0,0.0,0.0,0.5,20110430,20110718,20110719,20101231
000739,普洛药业,0.0,0.0,0.0,0.2,20110401,20110718,20110719,20101231
601328,交通银行,1.0,1.0,0.0,0.2,20110331,20110718,20110719,20101231
600328,兰太实业,0.0,0.0,0.0,0.15,20110422,20110718,20110719,20101231
600316,洪都航空,0.0,0.0,0.0,2.0,20110330,20110718,20110719,20101231
601390,中国中铁,0.0,0.0,0.0,0.55,20110331,20110718,20110719,20101231
600138,中青旅,0.0,0.0,0.0,2.0,20110423,20110718,20110719,20101231
000046,泛海控股,10.0,2.0,8.0,0.5,20110416,20110715,20110718,20101231
600690,青岛海尔,10.0,0.0,10.0,1.0,20110318,20110715,20110718,20101231
000014,沙河股份,0.0,0.0,0.0,0.35,20110425,20110715,20110718,20101231
600395,盘江股份,0.0,0.0,0.0,8.5,20110423,20110715,20110718,20101231
600128,弘业股份,0.0,0.0,0.0,0.8,20110326,20110715,20110718,20101231
000550,江铃汽车,0.0,0.0,0.0,7.9,20110318,20110715,20110718,20101231
600498,烽火通信,0.0,0.0,0.0,2.0,20110423,20110715,20110718,20101231
000752,西藏发展,0.0,0.0,0.0,0.1,20110428,20110715,20110718,20101231
600825,新华传媒,0.0,0.0,0.0,0.5,20110429,20110715,20110718,20101231
601186,中国铁建,0.0,0.0,0.0,0.5,20110331,20110715,20110718,20101231
002591,恒大高新,0.0,0.0,0.0,1.5,20110620,20110715,20110718,20101231
601007,金陵饭店,0.0,0.0,0.0,1.0,20110317,20110715,20110718,20101231
002346,柘中股份,0.0,0.0,0.0,1.0,20110420,20110715,20110718,20101231
600351,亚宝药业,0.0,0.0,0.0,0.5,20110223,20110715,20110718,20101231
000910,大亚圣象,0.0,0.0,0.0,1.0,20110426,20110714,20110715,20101231
600150,中国船舶,6.0,0.0,6.0,6.0,20110415,20110714,20110715,20101231
002424,贵州百灵,10.0,0.0,10.0,6.0,20110425,20110714,20110715,20101231
600432,*ST吉恩,0.0,0.0,0.0,1.0,20110415,20110714,20110715,20101231
600501,航天晨光,2.0,0.0,2.0,0.0,20110428,20110714,20110715,20101231
000807,云铝股份,3.0,0.0,3.0,0.3,20110425,20110714,20110715,20101231
600590,泰豪科技,0.0,0.0,0.0,0.5,20110322,20110714,20110715,20101231
300080,易成新能,10.0,0.0,10.0,4.0,20110318,20110714,20110715,20101231
000671,阳光城,0.0,0.0,0.0,1.0,20110428,20110714,20110715,20101231
000099,中信海直,0.0,0.0,0.0,0.5,20110426,20110714,20110715,20101231
600332,白云山,0.0,0.0,0.0,0.5,20110328,20110714,20110715,20101231
600833,第一医药,4.0,3.5,0.5,0.5,20110409,20110714,20110715,20101231
000543,皖能电力,0.0,0.0,0.0,0.2,20110318,20110714,20110715,20101231
000157,中联重科,3.0,0.0,3.0,2.6,20110329,20110714,20110715,20101231
002064,华峰氨纶,0.0,0.0,0.0,1.0,20110322,20110714,20110715,20101231
600018,上港集团,0.0,0.0,0.0,1.08,20110421,20110713,20110714,20101231
300095,华伍股份,0.0,0.0,0.0,1.0,20110423,20110713,20110714,20101231
600483,福能股份,0.0,0.0,0.0,0.3,20110328,20110713,20110714,20101231
600469,风神股份,0.0,0.0,0.0,1.0,20110301,20110713,20110714,20101231
000916,华北高速,0.0,0.0,0.0,0.8,20110329,20110713,20110714,20101231
600999,招商证券,3.0,0.0,3.0,3.0,20110419,20110713,20110714,20101231
002071,长城影视,0.0,0.0,0.0,0.4,20110426,20110713,20110714,20101231
002373,千方科技,0.0,0.0,0.0,1.0,20110428,20110713,20110714,20101231
000959,首钢股份,0.0,0.0,0.0,1.0,20110428,20110713,20110714,20101231
600578,京能电力,2.0,0.0,2.0,1.0,20110429,20110713,20110714,20101231
601003,柳钢股份,0.0,0.0,0.0,1.5,20110426,20110712,20110713,20101231
000895,双汇发展,0.0,0.0,0.0,5.0,20110429,20110712,20110713,20101231
600674,川投能源,0.0,0.0,0.0,0.36,20110420,20110712,20110713,20101231
000680,山推股份,0.0,0.0,0.0,2.0,20110426,20110712,20110713,20101231
000158,常山股份,0.0,0.0,0.0,0.2,20110427,20110712,20110713,20101231
601001,大同煤业,0.0,0.0,0.0,2.08,20110426,20110712,20110713,20101231
600081,东风科技,0.0,0.0,0.0,1.2,20110326,20110712,20110713,20101231
002065,东华软件,2.0,2.0,0.0,1.0,20110427,20110712,20110713,20101231
600864,哈投股份,0.0,0.0,0.0,0.5,20110314,20110712,20110713,20101231
000610,西安旅游,0.0,0.0,0.0,0.2,20110428,20110712,20110713,20101231
