code,name,share,bonus_share,conver_share,cash,report_date,reg_date,execute_date,end_date
000887,中鼎股份,0.0,0.0,0.0,0.5,20040323,20061219,20061220,20031231
600555,海航创新,0.0,0.0,0.0,1.5,20040429,20040907,20040908,20031231
600640,号百控股,0.0,0.0,0.0,0.3,20040320,20040901,20040902,20031231
000971,高升控股,0.0,0.0,0.0,1.25,20040416,20040826,20040827,20031231
600713,南京医药,0.0,0.0,0.0,0.5,20040416,20040825,20040826,20031231
000158,常山股份,0.0,0.0,0.0,0.9,20040325,20040825,20040826,20031231
600829,人民同泰,5.0,0.0,5.0,0.0,20040420,20040824,20040825,20031231
600358,国旅联合,8.0,0.0,8.0,0.0,20040413,20040824,20040825,20031231
000617,中油资本,0.0,0.0,0.0,1.0,20040325,20040823,20040824,20031231
600639,浦东金桥,0.0,0.0,0.0,0.3,20040320,20040823,20040824,20031231
600802,福建水泥,0.0,0.0,0.0,0.35,20040225,20040820,20040823,20031231
600641,万业企业,0.0,0.0,0.0,1.0,20040410,20040820,20040823,20031231
000800,一汽轿车,0.0,0.0,0.0,1.0,20040330,20040819,20040820,20031231
600694,大商股份,0.0,0.0,0.0,1.0,20040410,20040819,20040820,20031231
600483,福能股份,0.0,0.0,0.0,0.75,20040526,20040819,20040820,20031231
600638,新黄浦,0.0,0.0,0.0,1.0,20040327,20040818,20040819,20031231
000700,模塑科技,0.0,0.0,0.0,1.8,20040323,20040817,20040818,20031231
000031,中粮地产,0.0,0.0,0.0,2.0,20040421,20040816,20040817,20031231
000919,金陵药业,2.0,2.0,0.0,1.5,20040330,20040816,20040817,20031231
600578,京能电力,0.0,0.0,0.0,1.75,20040416,20040813,20040816,20031231
600249,两面针,0.0,0.0,0.0,3.5,20040421,20040813,20040816,20031231
600468,百利电气,6.0,0.0,6.0,0.0,20040521,20040813,20040816,20031231
600247,ST成城,8.0,0.0,8.0,0.0,20040612,20040813,20040816,20031231
600307,酒钢宏兴,0.0,0.0,0.0,2.1,20040224,20040813,20040816,20031231
600626,申达股份,0.0,0.0,0.0,1.0,20040313,20040813,20040816,20031231
600664,哈药股份,3.0,0.0,3.0,1.0,20040420,20040812,20040813,20031231
000532,力合股份,0.0,0.0,0.0,1.0,20040324,20040812,20040813,20031231
600285,羚锐制药,0.0,0.0,0.0,0.8,20040420,20040811,20040812,20031231
000798,中水渔业,0.0,0.0,0.0,0.5,20040421,20040811,20040812,20031231
600661,新南洋,2.0,2.0,0.0,0.0,20040330,20040811,20040812,20031231
600233,圆通速递,0.0,0.0,0.0,1.0,20040326,20040811,20040812,20031231
600273,嘉化能源,0.0,0.0,0.0,0.5,20040408,20040810,20040811,20031231
000032,深桑达A,0.0,0.0,0.0,1.2,20040327,20040809,20040810,20031231
000488,晨鸣纸业,0.0,0.0,0.0,1.0,20040316,20040809,20040810,20031231
600652,游久游戏,0.0,0.0,0.0,0.5,20040407,20040806,20040809,20031231
000042,中洲控股,0.0,0.0,0.0,0.6,20040327,20040806,20040809,20031231
000878,云南铜业,0.0,0.0,0.0,1.0,20040403,20040805,20040806,20031231
000581,威孚高科,0.0,0.0,0.0,2.0,20040416,20040805,20040806,20031231
000066,长城电脑,0.0,0.0,0.0,1.0,20040426,20040805,20040806,20031231
600649,城投控股,0.0,0.0,0.0,0.5,20040326,20040803,20040804,20031231
