code,name,share,bonus_share,conver_share,cash,report_date,reg_date,execute_date,end_date
600812,华北制药,0.0,0.0,0.0,0.5,20040107,20040112,20040113,20030630
600009,上海机场,3.0,3.0,0.0,0.0,20031222,20031225,20031226,20030630
600789,鲁抗医药,0.0,0.0,0.0,1.0,20031218,20031223,20031224,20030630
000568,泸州老窖,0.0,0.0,0.0,0.6,20031217,20031222,20031223,20030630
000933,*ST神火,0.0,0.0,0.0,2.8,20031203,20031210,20031211,20030630
001896,豫能控股,0.0,0.0,0.0,0.7,20031202,20031208,20031209,20030630
000096,广聚能源,6.0,0.0,6.0,0.0,20031114,20031119,20031120,20030630
600747,大连控股,2.0,0.0,2.0,0.0,20031111,20031114,20031117,20030630
600380,健康元,5.0,0.0,5.0,0.0,20031111,20031114,20031117,20030630
000668,荣丰控股,0.0,0.0,0.0,0.7,20031107,20031114,20031117,20030630
600176,中国巨石,6.0,0.0,6.0,0.0,20031030,20031104,20031105,20030630
600531,豫光金铅,8.0,0.0,8.0,0.0,20031030,20031104,20031105,20030630
600015,华夏银行,0.0,0.0,0.0,1.3,20031029,20031103,20031104,20030630
000153,丰原药业,10.0,2.0,8.0,0.5,20031025,20031030,20031031,20030630
600200,江苏吴中,5.0,0.0,5.0,0.0,20031022,20031027,20031028,20030630
000633,*ST合金,2.0,2.0,0.0,0.5,20031017,20031023,20031024,20030630
600712,南宁百货,6.0,0.0,6.0,0.0,20031018,20031022,20031023,20030630
600696,匹凸匹,3.0,0.0,3.0,0.0,20031016,20031021,20031022,20030630
000662,天夏智慧,4.0,2.0,2.0,0.6,20031014,20031021,20031022,20030630
600166,福田汽车,5.0,4.0,1.0,1.1,20031015,20031020,20031021,20030630
600830,香溢融通,5.0,0.0,5.0,0.0,20031015,20031020,20031021,20030630
600078,澄星股份,10.0,0.0,10.0,2.0,20031015,20031020,20031021,20030630
600301,*ST南化,0.0,0.0,0.0,1.0,20031014,20031017,20031020,20030630
600577,精达股份,8.0,0.0,8.0,0.0,20031014,20031017,20031020,20030630
000911,南宁糖业,0.0,0.0,0.0,2.0,20031009,20031016,20031017,20030630
000811,烟台冰轮,3.0,0.0,3.0,2.0,20031010,20031016,20031017,20030630
600428,中远海特,0.0,0.0,0.0,1.0,20031010,20031015,20031016,20030630
000069,华侨城A,3.0,0.0,3.0,0.0,20030925,20031009,20031010,20030630
600768,宁波富邦,2.0,0.0,2.0,0.0,20030923,20030926,20030929,20030630
000626,远大控股,5.0,3.5,1.5,0.0,20030922,20030925,20030926,20030630
600028,中国石化,0.0,0.0,0.0,0.3,20030915,20030919,20030922,20030630
000717,*ST韶钢,5.0,0.0,5.0,3.0,20030911,20030916,20030917,20030630
000061,农产品,8.0,5.0,3.0,2.0,20030909,20030915,20030916,20030630
000518,四环生物,10.0,2.3,7.7,0.575,20030820,20030825,20030826,20030630
