code,name,share,bonus_share,conver_share,cash,report_date,reg_date,execute_date,end_date
601600,中国铝业,0.0,0.0,0.0,0.52,20080830,20081216,20081217,20080630
000338,潍柴动力,6.0,0.0,6.0,0.0,20080821,20081215,20081216,20080630
600166,福田汽车,0.0,0.0,0.0,1.8,20080825,20081211,20081212,20080630
002128,露天煤业,0.0,0.0,0.0,3.0,20080730,20081209,20081210,20080630
601939,建设银行,0.0,0.0,0.0,1.105,20080823,20081114,20081117,20080630
002080,中材科技,0.0,0.0,0.0,2.0,20080827,20081111,20081112,20080630
600970,中材国际,0.0,0.0,0.0,10.0,20080829,20081103,20081104,20080630
002049,紫光国芯,5.0,0.0,5.0,0.0,20080823,20081031,20081103,20080630
000001,平安银行,3.0,3.0,0.0,0.335,20080821,20081030,20081031,20080630
600158,中体产业,1.0,0.6,0.4,1.0,20080806,20081029,20081030,20080630
002220,天宝股份,4.0,0.0,4.0,0.5,20080820,20081029,20081030,20080630
600162,香江控股,4.5,1.5,3.0,0.2,20080825,20081028,20081029,20080630
600718,东软集团,8.0,2.0,6.0,0.25,20080829,20081022,20081023,20080630
600161,天坛生物,0.0,0.0,0.0,0.9,20080829,20081022,20081023,20080630
000600,建投能源,1.0,1.0,0.0,0.12,20080830,20081021,20081022,20080630
600193,创兴资源,3.0,3.0,0.0,0.35,20080829,20081020,20081021,20080630
002215,诺普信,3.0,0.0,3.0,1.5,20080812,20081016,20081017,20080630
002001,新和成,0.0,0.0,0.0,10.0,20080815,20081007,20081008,20080630
000825,太钢不锈,5.0,0.0,5.0,0.0,20080829,20081007,20081008,20080630
000050,深天马A,5.0,0.0,5.0,0.0,20080826,20081007,20081008,20080630
600794,保税科技,1.5,0.0,1.5,0.0,20080828,20081006,20081007,20080630
601318,中国平安,0.0,0.0,0.0,2.0,20080816,20080926,20081006,20080630
002024,苏宁云商,10.0,0.0,10.0,1.0,20080830,20080925,20080926,20080630
000826,启迪桑德,8.0,4.0,4.0,0.45,20080812,20080925,20080926,20080630
002254,泰和新材,0.0,0.0,0.0,10.0,20080818,20080924,20080925,20080630
601328,交通银行,0.0,0.0,0.0,1.0,20080827,20080924,20080925,20080630
600317,营口港,0.0,0.0,0.0,6.3,20080725,20080924,20080925,20080630
002103,广博股份,0.0,0.0,0.0,1.0,20080820,20080923,20080924,20080630
600017,日照港,10.0,0.0,10.0,0.0,20080821,20080923,20080924,20080630
600428,中远海特,10.0,10.0,0.0,2.0,20080830,20080922,20080923,20080630
600533,栖霞建设,10.0,0.0,10.0,0.0,20080823,20080922,20080923,20080630
600143,金发科技,10.0,0.0,10.0,0.0,20080820,20080922,20080923,20080630
600028,中国石化,0.0,0.0,0.0,0.3,20080825,20080919,20080922,20080630
600765,中航重机,10.0,0.0,10.0,0.0,20080821,20080918,20080919,20080630
600785,新华百货,4.0,4.0,0.0,2.0,20080814,20080918,20080919,20080630
002176,江特电机,6.0,0.0,6.0,0.0,20080811,20080918,20080919,20080630
601857,中国石油,0.0,0.0,0.0,1.3183,20080828,20080918,20080919,20080630
000627,天茂集团,0.0,0.0,0.0,0.3,20080806,20080917,20080918,20080630
002157,正邦科技,5.0,0.0,5.0,0.0,20080820,20080916,20080917,20080630
000718,苏宁环球,9.0,9.0,0.0,1.0,20080725,20080916,20080917,20080630
000616,海航投资,0.0,0.0,0.0,0.5,20080819,20080916,20080917,20080630
002194,武汉凡谷,0.0,0.0,0.0,3.0,20080820,20080911,20080912,20080630
002181,粤传媒,3.0,0.0,3.0,0.0,20080730,20080911,20080912,20080630
000983,西山煤电,10.0,5.0,5.0,0.6,20080812,20080911,20080912,20080630
600415,小商品城,10.0,0.0,10.0,0.0,20080726,20080905,20080908,20080630
002002,鸿达兴业,3.0,0.0,3.0,0.0,20080808,20080904,20080905,20080630
002016,世荣兆业,10.0,0.0,10.0,0.0,20080801,20080901,20080902,20080630
002139,拓邦股份,10.0,0.0,10.0,0.0,20080801,20080828,20080829,20080630
002109,*ST兴化,6.0,0.0,6.0,0.0,20080729,20080826,20080827,20080630
600975,新五丰,0.0,0.0,0.0,1.9,20080724,20080820,20080821,20080630
002244,滨江集团,10.0,0.0,10.0,0.0,20080724,20080815,20080818,20080630
600499,科达洁能,10.0,0.0,10.0,2.0,20080721,20080813,20080814,20080630
