code,name,share,bonus_share,conver_share,cash,report_date,reg_date,execute_date,end_date
600684,珠江实业,0.0,0.0,0.0,0.5,20000901,20000906,20000907,19991231
600088,中视传媒,0.0,0.0,0.0,4.4,20000825,20000831,20000901,19991231
000005,世纪星源,1.0,1.0,0.0,0.25,20000824,20000830,20000831,19991231
600608,上海科技,1.0,0.8,0.2,0.0,20000822,20000828,20000829,19991231
600649,城投控股,1.0,1.0,0.0,1.0,20000822,20000825,20000828,19991231
600827,百联股份,0.0,0.0,0.0,0.931,20000821,20000825,20000828,19991231
000793,华闻传媒,0.0,0.0,0.0,2.0,20000819,20000824,20000825,19991231
600176,中国巨石,0.6,0.6,0.0,0.6,20000821,20000824,20000825,19991231
600104,上汽集团,0.0,0.0,0.0,4.2,20000818,20000823,20000824,19991231
600600,青岛啤酒,0.0,0.0,0.0,1.0,20000816,20000823,20000824,19991231
000088,盐田港,0.0,0.0,0.0,1.26,20000818,20000823,20000824,19991231
600617,国新能源,0.0,0.0,0.0,0.2,20000822,20000823,20000824,19991231
600197,伊力特,0.0,0.0,0.0,2.43,20000818,20000822,20000823,19991231
000852,石化机械,0.0,0.0,0.0,2.0,20000815,20000818,20000821,19991231
600170,上海建工,0.0,0.0,0.0,2.0,20000816,20000818,20000821,19991231
000543,皖能电力,0.0,0.0,0.0,2.0,20000811,20000818,20000821,19991231
000002,万科A,0.0,0.0,0.0,1.5,20000810,20000816,20000817,19991231
000408,*ST金源,0.0,0.0,0.0,3.0,20000809,20000814,20000815,19991231
000042,中洲控股,0.0,0.0,0.0,1.5,20000803,20000810,20000811,19991231
600677,航天通信,0.0,0.0,0.0,1.0,20000807,20000810,20000811,19991231
000902,新洋丰,0.0,0.0,0.0,2.5,20000805,20000810,20000811,19991231
600108,亚盛集团,3.0,1.0,2.0,0.25,20000808,20000810,20000811,19991231
600835,上海机电,0.0,0.0,0.0,1.0,20000805,20000809,20000810,19991231
600729,重庆百货,0.0,0.0,0.0,2.3,20000803,20000808,20000809,19991231
