code,name,share,bonus_share,conver_share,cash,report_date,reg_date,execute_date,end_date
000801,四川九洲,4.0,4.0,0.0,0.0,19980725,19980803,19980804,19961231
000501,鄂武商A,5.8066,1.8066,4.0,0.0,19980515,19980520,19980521,19961231
600078,澄星股份,3.0,1.0,2.0,0.0,19980408,19980413,19980414,19961231
600753,东方银星,6.0,1.0,5.0,0.0,19980312,19980317,19980318,19961231
600768,宁波富邦,0.0,0.0,0.0,0.5,19980217,19980220,19980223,19961231
600649,城投控股,1.5,1.245,0.255,0.0,19980119,19980122,19980123,19961231
000020,深华发A,1.764,0.0,1.764,0.0,19960826,19980105,19980106,19961231
000796,凯撒旅游,0.0,0.0,0.0,1.88,19971224,19971231,19980105,19961231
600708,光明地产,6.0,2.0,4.0,0.0,19971211,19971215,19971216,19961231
000651,格力电器,0.0,0.0,0.0,10.0,19971107,19971117,19971118,19961231
000423,东阿阿胶,4.923,2.4615,2.4615,0.0,19971101,19971106,19971107,19961231
000665,湖北广电,2.0,2.0,0.0,0.0,19971025,19971103,19971104,19961231
000601,韶能股份,4.0,4.0,0.0,0.0,19971028,19971031,19971103,19961231
000012,南玻A,1.185,1.185,0.0,0.395,19971025,19971031,19971103,19961231
000767,漳泽电力,10.0,2.0,8.0,0.5,19971009,19971014,19971015,19961231
600809,山西汾酒,0.0,0.0,0.0,1.0,19970924,19970929,19970930,19961231
000528,柳工,0.5,0.5,0.0,1.0,19970919,19970929,19970930,19961231
000720,新能泰山,3.0,0.0,3.0,0.0,19970918,19970925,19970926,19961231
000838,财信发展,3.0,3.0,0.0,0.0,19970911,19970917,19970918,19961231
000731,四川美丰,0.0,0.0,0.0,2.0,19970902,19970915,19970916,19961231
000785,武汉中商,9.5,9.5,0.0,0.0,19970903,19970908,19970909,19961231
000038,深大通,0.0,0.0,0.0,0.68,19970902,19970904,19970905,19961231
600067,冠城大通,6.0,3.0,3.0,0.0,19970901,19970904,19970905,19961231
000513,丽珠集团,2.4299,0.0,2.4299,0.0,19970820,19970903,19970904,19961231
600628,新世界,2.0,2.0,0.0,0.0,19970901,19970903,19970904,19961231
600077,宋都股份,6.0,4.0,2.0,0.0,19970820,19970825,19970826,19961231
600778,友好集团,0.0,0.0,0.0,1.97,19970819,19970825,19970826,19961231
000652,泰达股份,0.833,0.833,0.0,0.0,19970820,19970825,19970826,19961231
000565,渝三峡A,1.0,1.0,0.0,1.0,19970815,19970825,19970826,19961231
600844,丹化科技,2.78,1.19,1.59,0.79,19970816,19970825,19970826,19961231
600654,中安消,2.0,2.0,0.0,0.7,19970820,19970825,19970826,19961231
000001,平安银行,5.0,5.0,0.0,2.0,19970819,19970822,19970825,19961231
000005,世纪星源,3.0,0.0,3.0,0.0,19970819,19970822,19970825,19961231
000032,深桑达A,0.0,0.0,0.0,0.6,19970815,19970820,19970821,19961231
000697,炼石有色,8.0,6.0,2.0,0.0,19970812,19970818,19970819,19961231
600080,金花股份,6.0,0.0,6.0,0.0,19970814,19970818,19970819,19961231
000722,湖南发展,10.0,0.0,10.0,0.0,19970812,19970818,19970819,19961231
