code,name,share,bonus_share,conver_share,cash,report_date,reg_date,execute_date,end_date
600862,中航高科,10.0,0.0,10.0,0.0,20110720,20120104,20120105,20110630
600362,江西铜业,0.0,0.0,0.0,2.0,20110826,20111219,20111220,20110630
600369,西南证券,0.0,0.0,0.0,5.5,20110726,20111125,20111128,20110630
601998,中信银行,0.0,0.0,0.0,0.55,20110830,20111110,20111111,20110630
002416,爱施德,10.0,0.0,10.0,0.0,20110822,20111107,20111108,20110630
601989,中国重工,6.0,0.0,6.0,0.0,20110819,20111031,20111101,20110630
300177,中海达,10.0,0.0,10.0,0.0,20110823,20111028,20111031,20110630
300133,华策影视,7.0,0.0,7.0,3.0,20110817,20111028,20111031,20110630
002015,霞客环保,0.0,0.0,0.0,0.15,20110826,20111026,20111027,20110630
300225,金力泰,0.0,0.0,0.0,3.0,20110811,20111026,20111027,20110630
601718,际华集团,0.0,0.0,0.0,0.25,20110822,20111025,20111026,20110630
000523,广州浪奇,10.0,0.0,10.0,0.0,20110805,20111020,20111021,20110630
601717,郑煤机,0.0,0.0,0.0,4.5,20111013,20111018,20111019,20110630
002407,多氟多,6.0,0.0,6.0,0.0,20110818,20111017,20111018,20110630
600278,东方创业,0.0,0.0,0.0,1.2,20110730,20111013,20111014,20110630
300086,康芝药业,0.0,0.0,0.0,1.5,20110825,20111013,20111014,20110630
002584,西陇科学,0.0,0.0,0.0,1.5,20110819,20111012,20111013,20110630
600282,南钢股份,0.0,0.0,0.0,2.0,20110819,20111012,20111013,20110630
601258,庞大集团,15.0,0.0,15.0,0.0,20110829,20111011,20111012,20110630
002342,巨力索具,10.0,0.0,10.0,0.0,20110806,20111010,20111011,20110630
002413,雷科防务,5.0,0.0,5.0,1.0,20110827,20110930,20111010,20110630
600971,恒源煤电,12.8065,0.0,12.8065,0.0,20110714,20110929,20110930,20110630
002513,*ST蓝丰,8.0,0.0,8.0,3.0,20110810,20110929,20110930,20110630
000637,茂化实华,0.0,0.0,0.0,0.29,20110826,20110929,20110930,20110630
002242,九阳股份,0.0,0.0,0.0,7.0,20110827,20110928,20110929,20110630
000547,航天发展,10.0,2.0,8.0,0.23,20110826,20110928,20110929,20110630
002401,中海科技,10.0,0.0,10.0,0.0,20110819,20110928,20110929,20110630
002068,黑猫股份,6.0,0.0,6.0,0.0,20110812,20110927,20110928,20110630
002111,威海广泰,8.0,0.0,8.0,0.0,20110831,20110927,20110928,20110630
000531,穗恒运A,0.0,0.0,0.0,7.4,20110816,20110927,20110928,20110630
002264,新华都,10.0,0.0,10.0,0.0,20110831,20110926,20110927,20110630
300162,雷曼股份,10.0,0.0,10.0,1.0,20110818,20110926,20110927,20110630
300198,纳川股份,5.0,0.0,5.0,3.0,20110817,20110926,20110927,20110630
002366,台海核电,0.0,0.0,0.0,4.5,20110715,20110923,20110926,20110630
600063,皖维高新,10.0,4.0,6.0,0.7,20110802,20110923,20110926,20110630
300197,铁汉生态,9.0,0.0,9.0,0.0,20110809,20110923,20110926,20110630
002136,安纳达,10.0,0.0,10.0,0.0,20110816,20110923,20110926,20110630
002392,北京利尔,10.0,0.0,10.0,0.0,20110823,20110923,20110926,20110630
002226,江南化工,5.0,0.0,5.0,6.0,20110829,20110923,20110926,20110630
002073,软控股份,0.0,0.0,0.0,0.8,20110817,20110922,20110923,20110630
600446,金证股份,9.0,0.0,9.0,0.0,20110825,20110922,20110923,20110630
002414,高德红外,0.0,0.0,0.0,4.0,20110809,20110922,20110923,20110630
300206,理邦仪器,0.0,0.0,0.0,2.0,20110822,20110922,20110923,20110630
002259,升达林业,8.0,0.0,8.0,0.0,20110827,20110922,20110923,20110630
002539,云图控股,10.0,0.0,10.0,0.0,20110810,20110922,20110923,20110630
002369,卓翼科技,0.0,0.0,0.0,1.0,20110820,20110921,20110922,20110630
300235,方直科技,0.0,0.0,0.0,2.0,20110819,20110921,20110922,20110630
002307,北新路桥,10.0,0.0,10.0,0.0,20110810,20110920,20110921,20110630
000982,中银绒业,10.0,0.0,10.0,0.0,20110823,20110920,20110921,20110630
600468,百利电气,2.0,2.0,0.0,0.23,20110816,20110920,20110921,20110630
002085,万丰奥威,0.0,0.0,0.0,5.0,20110824,20110920,20110921,20110630
600970,中材国际,0.0,0.0,0.0,4.5,20110819,20110919,20110920,20110630
002569,步森股份,0.0,0.0,0.0,4.0,20110819,20110919,20110920,20110630
002191,劲嘉股份,0.0,0.0,0.0,3.5,20110817,20110919,20110920,20110630
002579,中京电子,0.0,0.0,0.0,2.0,20110812,20110919,20110920,20110630
002388,新亚制程,0.0,0.0,0.0,1.5,20110819,20110919,20110920,20110630
002439,启明星辰,10.0,0.0,10.0,0.0,20110813,20110916,20110919,20110630
600028,中国石化,0.0,0.0,0.0,1.0,20110829,20110916,20110919,20110630
002573,清新环境,10.0,0.0,10.0,0.0,20110822,20110916,20110919,20110630
002565,顺灏股份,6.0,0.0,6.0,3.0,20110818,20110915,20110916,20110630
300195,长荣股份,4.0,0.0,4.0,10.0,20110815,20110915,20110916,20110630
300142,沃森生物,0.0,0.0,0.0,3.0,20110809,20110915,20110916,20110630
601857,中国石油,0.0,0.0,0.0,1.6229,20110826,20110914,20110915,20110630
002434,万里扬,10.0,0.0,10.0,0.0,20110817,20110913,20110914,20110630
002006,精功科技,10.0,0.0,10.0,0.0,20110812,20110909,20110913,20110630
002215,诺普信,0.0,0.0,0.0,1.2,20110810,20110908,20110909,20110630
002093,国脉科技,10.0,0.0,10.0,0.0,20110727,20110908,20110909,20110630
002545,东方铁塔,5.0,0.0,5.0,0.0,20110722,20110908,20110909,20110630
002394,联发股份,0.0,0.0,0.0,1.5,20110809,20110908,20110909,20110630
002561,徐家汇,0.0,0.0,0.0,3.2,20110810,20110907,20110908,20110630
300015,爱尔眼科,6.0,0.0,6.0,0.0,20110808,20110905,20110906,20110630
601233,桐昆股份,10.0,0.0,10.0,8.0,20110805,20110905,20110906,20110630
300134,大富科技,10.0,0.0,10.0,6.0,20110714,20110902,20110905,20110630
