code,name,share,bonus_share,conver_share,cash,report_date,reg_date,execute_date,end_date
000782,美达股份,0.0,0.0,0.0,0.5,20010914,20010919,20010920,20001231
600385,山东金泰,10.0,5.0,5.0,0.5,20010912,20010919,20010920,20001231
000524,岭南控股,0.0,0.0,0.0,1.0,20010905,20010910,20010911,20001231
000889,茂业通信,3.0,1.0,2.0,0.5,20010822,20010829,20010830,20001231
000006,深振业A,0.0,0.0,0.0,2.0,20010822,20010828,20010829,20001231
000971,高升控股,0.0,0.0,0.0,1.875,20010822,20010827,20010828,20001231
000632,三木集团,0.0,0.0,0.0,1.5,20010821,20010827,20010828,20001231
000023,深天地A,0.0,0.0,0.0,0.506,20010818,20010824,20010827,20001231
000661,长春高新,0.0,0.0,0.0,0.5,20010817,20010824,20010827,20001231
000551,创元科技,0.0,0.0,0.0,1.0,20010818,20010823,20010824,20001231
600649,城投控股,0.0,0.0,0.0,1.6,20010817,20010823,20010824,20001231
600854,春兰股份,4.181,0.0,4.181,1.67,20010818,20010823,20010824,20001231
600615,丰华股份,0.0,0.0,0.0,0.5,20010816,20010822,20010823,20001231
000809,铁岭新城,0.0,0.0,0.0,1.0,20010817,20010822,20010823,20001231
600606,绿地控股,0.0,0.0,0.0,1.2,20010811,20010821,20010822,20001231
000036,华联控股,0.0,0.0,0.0,1.0,20010816,20010821,20010822,20001231
000909,数源科技,0.0,0.0,0.0,1.0,20010815,20010821,20010822,20001231
000488,晨鸣纸业,1.0,1.0,0.0,3.0,20010814,20010821,20010822,20001231
000931,中关村,0.0,0.0,0.0,1.5,20010814,20010817,20010821,20001231
600652,游久游戏,0.0,0.0,0.0,0.7,20010814,20010820,20010821,20001231
000002,万科A,0.0,0.0,0.0,1.8,20010814,20010820,20010821,20001231
600170,上海建工,0.0,0.0,0.0,1.25,20010814,20010820,20010821,20001231
600663,陆家嘴,0.0,0.0,0.0,1.0,20010814,20010820,20010821,20001231
000919,金陵药业,0.0,0.0,0.0,2.73,20010811,20010817,20010820,20001231
600067,冠城大通,0.0,0.0,0.0,1.0,20010813,20010817,20010820,20001231
600677,航天通信,0.0,0.0,0.0,0.8,20010810,20010816,20010817,20001231
600697,欧亚集团,0.0,0.0,0.0,2.0,20010811,20010816,20010817,20001231
